trip_id	household_id	person_n	trip_n	travel_mode	purpose	fueltype	faretype	bus_scale	survey_year	travel_year	travel_month	travel_date	day_of_week	start_time	age	female	driving_license	car_ownership	distance	dur_walking	dur_cycling	dur_pt_access	dur_pt_rail	dur_pt_bus	dur_pt_int	pt_interchanges	dur_driving	cost_transit	cost_driving_fuel	cost_driving_ccharge	driving_traffic_percent
85	17	1	1	4	3	1	5	0.0	1	2012	4	1	7	11.5	70	0	1	1	3306	0.945555556	0.293888889	0.2	0.0	0.49777777799999995	0.0	0	0.15916666699999998	0.0	0.53	0.0	0.21640500000000001
86	17	3	0	4	3	1	1	1.0	1	2012	4	1	7	9.5	45	0	1	1	8402	1.9297222219999999	0.562777778	0.3375	0.166666667	0.0	0.0	0	0.3425	1.9	1.35	0.0	0.300892
87	17	3	1	4	3	1	1	1.0	1	2012	4	1	7	11.83333333	45	0	1	1	8402	1.926944444	0.521111111	0.34444444399999996	0.18333333300000001	0.0	0.0	0	0.359444444	1.9	1.3	0.0	0.391808
88	17	4	0	4	3	1	1	1.0	1	2012	4	1	7	9.5	41	0	1	1	8402	1.9297222219999999	0.562777778	0.3375	0.166666667	0.0	0.0	0	0.3425	1.9	1.35	0.0	0.300892
89	17	4	1	4	3	1	1	1.0	1	2012	4	1	7	11.83333333	41	0	1	1	8402	1.926944444	0.521111111	0.34444444399999996	0.18333333300000001	0.0	0.0	0	0.359444444	1.9	1.3	0.0	0.391808
90	18	0	0	4	3	6	1	1.0	1	2012	4	1	7	13.0	45	1	0	0	1269	0.315277778	0.112222222	0.163888889	0.0	0.064444444	0.0	0	0.128611111	1.5	0.3	0.0	0.144708
91	18	0	1	4	3	6	1	1.0	1	2012	4	1	7	14.0	45	1	0	0	1269	0.301666667	0.08638888900000001	0.156111111	0.0	0.04444444400000001	0.0	0	0.081666667	1.5	0.2	0.0	0.170068
92	19	0	0	3	3	1	1	1.0	1	2012	4	1	7	11.0	43	1	1	1	13820	3.327222222	1.018055556	0.09527777800000001	0.483333333	0.138055556	0.166666667	2	0.7919444440000001	4.3	2.76	0.0	0.468257
93	19	0	1	3	3	1	1	1.0	1	2012	4	1	7	20.0	43	1	1	1	13820	3.305277778	0.9844444440000001	0.168611111	0.46666666700000003	0.038333333	0.2	2	0.7161111109999999	4.3	2.58	0.0	0.499612
94	19	2	0	3	3	1	5	0.0	1	2012	4	1	7	11.0	10	0	0	1	13815	3.331388889	1.0263888890000001	0.099444444	0.483333333	0.138055556	0.166666667	2	0.7919444440000001	0.0	2.76	0.0	0.468257
95	19	2	1	3	3	1	5	0.0	1	2012	4	1	7	20.0	10	0	0	1	13815	3.309722222	0.993055556	0.17305555600000003	0.46666666700000003	0.038333333	0.2	2	0.7161111109999999	0.0	2.58	0.0	0.499612
96	19	3	0	3	3	1	5	0.0	1	2012	4	1	7	11.0	7	1	0	1	13815	3.331388889	1.0263888890000001	0.099444444	0.483333333	0.138055556	0.166666667	2	0.7919444440000001	0.0	2.76	0.0	0.468257
97	19	3	1	3	3	1	5	0.0	1	2012	4	1	7	20.0	7	1	0	1	13815	3.309722222	0.993055556	0.17305555600000003	0.46666666700000003	0.038333333	0.2	2	0.7161111109999999	0.0	2.58	0.0	0.499612
98	20	0	0	4	3	1	1	1.0	1	2012	4	1	7	18.0	53	1	1	1	14326	3.3563888889999998	1.0655555559999998	0.23472222199999998	0.483333333	0.0	0.0	0	0.739166667	2.8	2.24	0.0	0.568959
99	20	0	1	4	3	1	1	1.0	1	2012	4	1	7	22.0	53	1	1	1	14326	3.329722222	1.025555556	0.24	0.46666666700000003	0.0	0.0	0	0.6102777779999999	2.8	2.12	0.0	0.48520699999999994
100	20	1	0	4	3	1	1	1.0	1	2012	4	1	7	18.0	55	0	1	1	14326	3.3563888889999998	1.0655555559999998	0.23472222199999998	0.483333333	0.0	0.0	0	0.739166667	2.8	2.24	0.0	0.568959
101	20	1	1	4	3	1	1	1.0	1	2012	4	1	7	22.0	55	0	1	1	14326	3.329722222	1.025555556	0.24	0.46666666700000003	0.0	0.0	0	0.6102777779999999	2.8	2.12	0.0	0.48520699999999994
102	20	2	0	2	3	1	1	1.0	1	2012	4	1	7	10.0	30	0	1	1	6398	1.4202777780000002	0.47694444399999997	0.339722222	0.18333333300000001	0.11666666699999999	0.26666666699999997	1	0.250833333	3.0	0.89	0.0	0.170543
103	20	2	1	2	3	1	1	1.0	1	2012	4	1	7	11.5	30	0	1	1	6398	1.3675	0.40416666700000003	0.292222222	0.166666667	0.118888889	0.15	1	0.250277778	3.0	1.0	0.0	0.250832
104	21	0	0	4	3	1	1	1.0	1	2012	4	1	7	11.5	49	0	1	2	2150	0.5147222220000001	0.14722222199999999	0.266944444	0.0	0.066666667	0.0	0	0.106111111	1.5	0.34	0.0	0.164921
105	21	0	1	4	3	1	1	1.0	1	2012	4	1	7	11.91666667	49	0	1	2	2150	0.516944444	0.14361111099999999	0.126388889	0.0	0.15	0.0	0	0.12583333300000002	1.5	0.37	0.0	0.154525
106	22	0	0	1	3	1	1	1.0	1	2012	4	1	7	11.0	42	1	1	2	1304	0.365	0.109722222	0.21861111100000002	0.0	0.066666667	0.0	0	0.09527777800000001	1.5	0.26	0.0	0.131195
107	22	0	3	3	5	1	1	1.0	1	2012	4	1	7	22.75	42	1	1	2	18756	3.982777778	1.175	0.134444444	0.316666667	0.38527777799999996	0.293055556	2	0.508888889	5.8	2.63	0.0	0.34825300000000003
108	22	0	4	4	3	1	1	1.0	1	2012	4	1	7	23.76666667	42	1	1	2	4993	1.3061111109999999	0.39138888899999996	0.238055556	0.0	0.283333333	0.166666667	1	0.236111111	3.0	0.87	0.0	0.0341176
109	22	1	0	1	3	1	1	1.0	1	2012	4	1	7	11.0	42	0	1	2	1304	0.365	0.109722222	0.21861111100000002	0.0	0.066666667	0.0	0	0.09527777800000001	1.5	0.26	0.0	0.131195
110	22	1	2	4	3	1	1	1.0	1	2012	4	1	7	14.5	42	0	1	2	4807	1.16	0.318055556	0.24611111100000002	0.0	0.283333333	0.0	0	0.231111111	1.5	0.83	0.0	0.259615
111	22	1	3	4	3	1	1	1.0	1	2012	4	1	7	15.75	42	0	1	2	4807	1.1572222220000001	0.328333333	0.222222222	0.0	0.316666667	0.0	0	0.210833333	1.5	0.8	0.0	0.200264
112	22	2	1	3	5	2	5	0.0	1	2012	4	1	7	22.75	12	1	0	2	19315	4.1213888889999994	1.1997222220000001	0.176666667	0.316666667	0.401944444	0.293055556	2	0.5066666670000001	0.0	2.42	0.0	0.351425
113	22	2	2	4	3	2	5	0.0	1	2012	4	1	7	23.76666667	12	1	0	2	5077	1.254722222	0.380555556	0.248055556	0.0	0.325277778	0.11666666699999999	1	0.22111111100000003	0.0	0.71	0.0	0.0351759
114	23	0	1	4	5	2	1	1.0	1	2012	4	1	7	17.0	32	1	1	2	1977	0.590833333	0.169166667	0.155277778	0.0	0.11333333300000001	0.0	0	0.123333333	1.5	0.34	0.0	0.15315299999999998
115	23	1	1	4	5	2	1	1.0	1	2012	4	1	7	17.0	44	0	1	2	1977	0.590833333	0.169166667	0.155277778	0.0	0.11333333300000001	0.0	0	0.123333333	1.5	0.34	0.0	0.15315299999999998
116	24	0	0	3	3	6	5	0.0	1	2012	4	2	1	10.5	82	1	0	0	4697	1.2169444440000001	0.37277777799999995	0.076944444	0.0	0.2875	0.110833333	1	0.20861111100000002	0.0	0.69	0.0	0.182423
117	24	0	2	3	3	6	5	0.0	1	2012	4	2	1	15.33333333	82	1	0	0	4749	1.158333333	0.332222222	0.304166667	0.0	0.213888889	0.0	0	0.233333333	0.0	0.71	0.0	0.21547600000000003
118	25	0	0	3	3	2	5	0.0	1	2012	4	2	1	9.166666667000001	62	0	1	2	27195	6.336666667	2.0805555559999998	0.08444444400000001	0.75	0.433611111	0.5	3	1.315	0.0	5.24	0.0	0.440008
119	25	0	1	3	3	2	5	0.0	1	2012	4	2	1	12.25	62	0	1	2	27195	6.346388889	2.071111111	0.309444444	0.583333333	0.320833333	0.45	3	1.24	0.0	5.16	0.0	0.39381700000000003
120	25	0	2	1	3	2	5	0.0	1	2012	4	2	1	16.5	62	0	1	2	1245	0.301666667	0.093888889	0.11833333300000001	0.0	0.05	0.0	0	0.063888889	0.0	0.17	0.0	0.21304299999999998
121	25	0	3	1	3	2	5	0.0	1	2012	4	2	1	17.58333333	62	0	1	2	1245	0.330277778	0.12916666699999999	0.157777778	0.0	0.046388889	0.0	0	0.061111110999999996	0.0	0.17	0.0	0.190909
122	26	0	0	4	3	1	5	0.0	1	2012	4	2	1	9.166666667000001	61	0	1	2	3065	0.816666667	0.258611111	0.040833333	0.0	0.257777778	0.0	0	0.20722222199999998	0.0	0.61	0.0	0.36193000000000003
123	26	0	2	4	5	1	5	0.0	1	2012	4	2	1	10.25	61	0	1	2	1424	0.3975	0.204166667	0.09	0.0	0.120277778	0.0	0	0.11722222199999999	0.0	0.37	0.0	0.0450237
124	26	0	3	4	5	1	5	0.0	1	2012	4	2	1	11.0	61	0	1	2	3594	0.905	0.281111111	0.20861111100000002	0.0	0.23055555600000002	0.11666666699999999	1	0.19388888899999998	0.0	0.7	0.0	0.159026
